lalvoterid,transaction_id,contribution_date,amount,memo_text_description
LALDC174819312,SA11AI_251827541,2020-06-06,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174835774,SA11AI_319180474,2020-10-07,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174908330,SA11AI_279922088,2020-08-18,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174908330,SA11AI_286611658,2020-08-30,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175049558,SA11AI_328468804,2020-10-18,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409334705,SA11AI_323941744,2020-10-13,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409337881,SA11AI_279373145,2020-08-17,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409337881,SA11AI_339839146,2020-10-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409337881,SA11AI_264882445,2020-07-10,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409337881,SA11AI_258948150,2020-06-22,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409337881,SA11AI_328708286,2020-10-18,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455579416,SA11AI_339945962,2020-10-29,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475449961,SA11AI_259152095,2020-06-23,300,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475449961,SA11AI_261966005,2020-06-30,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475449961,SA11AI_261965278,2020-06-30,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC505992644,SA11AI_269555638,2020-07-26,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174607309,SA11AI_197827626,2020-01-03,6,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174607309,SA11AI_200609145,2020-01-16,6,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174607309,SA11AI_208407906,2020-02-12,16,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174607309,SA11AI_202876560,2020-01-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174607309,SA11AI_206758850,2020-02-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174607309,SA11AI_203441379,2020-01-29,7,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174706260,SA11AI_278604461,2020-08-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174706260,SA11AI_324912228,2020-10-14,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174706260,SA11AI_287601957,2020-08-31,1,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174706260,SA11AI_278603677,2020-08-15,1000,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174708655,SA11AI_333441260,2020-10-23,32,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174708655,SA11AI_286252884,2020-08-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174708655,SA11AI_226017506,2020-04-09,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174956140,SA11AI_339666823,2020-10-29,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174956140,SA11AI_325853512,2020-10-15,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174956140,SA11AI_319762804,2020-10-08,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174956140,SA11AI_282138917,2020-08-21,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174956140,SA11AI_332098061,2020-10-22,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174991558,SA11AI_257560790,2020-06-18,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174991558,SA11AI_318618384,2020-10-07,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409311335,SA11AI_276818672,2020-08-12,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409311335,SA11AI_276812319,2020-08-12,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_340105785,2020-10-29,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_342728125,2020-10-31,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_316465281,2020-10-04,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_332808611,2020-10-22,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_326631633,2020-10-15,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_315299092,2020-10-02,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_333856424,2020-10-23,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_334594082,2020-10-24,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409345965,SA11AI_328804713,2020-10-18,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455584272,SA11AI_283504459,2020-08-24,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455584272,SA11AI_285137865,2020-08-27,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_280118480,2020-08-18,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_287693589,2020-08-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_339833751,2020-10-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_233931485,2020-05-12,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_271726093,2020-07-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_332731877,2020-10-22,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_336257222,2020-10-26,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_260517630,2020-06-27,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_285073092,2020-08-27,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563347460,SA11AI_326015776,2020-10-15,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563357919,SA11AI_342881701,2020-10-31,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563357919,SA11AI_319266562,2020-10-07,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174706572,SA11AI_281600665,2020-08-20,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_266248339,2020-07-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_228976627,2020-04-22,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_259451341,2020-06-24,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_257022329,2020-06-17,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_276353149,2020-08-12,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_326554808,2020-10-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_262325716,2020-07-01,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_268288896,2020-07-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_264255507,2020-07-08,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_235799183,2020-05-20,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_237331511,2020-05-27,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_234151865,2020-05-13,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_270596908,2020-07-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_273455214,2020-08-05,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_232427005,2020-05-06,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174739166,SA11AI_230557993,2020-04-29,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_283507133,2020-08-24,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_278114321,2020-08-14,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_227410338,2020-04-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_264751134,2020-07-10,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_332742106,2020-10-22,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_276054541,2020-08-11,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174827333,SA11AI_287634070,2020-08-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174839586,SA11AI_212706070,2020-02-25,10,Earmarked for BERNIE 2020 (C00696948)
LALDC174890880,SA11AI_325500522,2020-10-14,70,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174890880,SA11AI_323188900,2020-10-12,80,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174890880,SA11AI_277250034,2020-08-13,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174943779,SA11AI_214821398,2020-02-29,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_324595377,2020-10-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_285822708,2020-08-28,12,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_319177427,2020-10-07,12,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_338516288,2020-10-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_331208637,2020-10-21,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_262364175,2020-07-01,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175065935,SA11AI_266098609,2020-07-14,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC175066203,SA11AI_342404786,2020-10-31,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_339118483,2020-10-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_277561143,2020-08-13,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_326223687,2020-10-15,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_261911048,2020-06-30,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_248833053,2020-06-04,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_259299021,2020-06-23,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_343139399,2020-11-01,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_321928639,2020-10-11,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_328600783,2020-10-18,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_335019627,2020-10-25,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_344885773,2020-11-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_266769484,2020-07-16,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_321374520,2020-10-10,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_266769548,2020-07-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_316179540,2020-10-04,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_237421752,2020-05-27,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409346533,SA11AI_256776509,2020-06-16,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475455342,SA11AI_265424849,2020-07-12,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551191188,SA11AI_250093919,2020-06-05,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC593250685,SA11AI_320445202,2020-10-09,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174614456,SA11AI_227568786,2020-04-16,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174654729,SA11AI_203940081,2020-01-30,10,Earmarked for BERNIE 2020 (C00696948)
LALDC174674170,SA11AI_279051256,2020-08-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174674170,SA11AI_324066321,2020-10-13,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174674170,SA11AI_227495570,2020-04-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174738090,SA11AI_273749551,2020-08-06,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174738090,SA11AI_325525605,2020-10-14,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174738090,SA11AI_204095364,2020-01-31,27,Earmarked for BERNIE 2020 (C00696948)
LALDC174738090,SA11AI_204323192,2020-01-31,132,Earmarked for BERNIE 2020 (C00696948)
LALDC174743440,SA11AI_229543449,2020-04-25,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174743440,SA11AI_338300049,2020-10-27,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174743440,SA11AI_277032089,2020-08-12,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174743440,SA11AI_342949359,2020-10-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174743440,SA11AI_340497396,2020-10-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174754912,SA11AI_277490485,2020-08-13,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174754912,SA11AI_339894141,2020-10-29,250,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174754912,SA11AI_277489855,2020-08-13,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174754912,SA11AI_227506780,2020-04-16,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174754912,SA11AI_244098412,2020-06-02,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772585,SA11AI_258388287,2020-06-21,28,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772585,SA11AI_236963687,2020-05-25,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772585,SA11AI_227922457,2020-04-18,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174772585,SA11AI_224707447,2020-04-03,30,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174807344,SA11AI_277173208,2020-08-13,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828240,SA11AI_280206224,2020-08-18,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828240,SA11AI_242420617,2020-06-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174828240,SA11AI_242410399,2020-06-02,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174875899,SA11AI_330757761,2020-10-20,120,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174893946,SA11AI_206309358,2020-02-06,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174893946,SA11AI_335436227,2020-10-25,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174893946,SA11AI_232251146,2020-05-05,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_263663689,2020-07-06,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_280392599,2020-08-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_228261811,2020-04-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_273771468,2020-08-06,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_267386449,2020-07-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_257617471,2020-06-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_317538795,2020-10-06,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_329237885,2020-10-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_250978160,2020-06-06,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174953032,SA11AI_235508519,2020-05-19,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409304560,SA11AI_208333847,2020-02-12,50,Earmarked for BERNIE 2020 (C00696948)
LALDC409304560,SA11AI_214171177,2020-02-28,27,Earmarked for BERNIE 2020 (C00696948)
LALDC471467220,SA11AI_207283650,2020-02-09,27,Earmarked for BERNIE 2020 (C00696948)
LALDC471467220,SA11AI_198919377,2020-01-09,27,Earmarked for BERNIE 2020 (C00696948)
LALDC471474435,SA11AI_213005559,2020-02-26,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506010121,SA11AI_281136032,2020-08-20,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC593246501,SA11AI_245943162,2020-06-02,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_287420739,2020-08-31,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_276043794,2020-08-11,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_276954897,2020-08-12,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_281266720,2020-08-20,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_280598176,2020-08-19,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_329179700,2020-10-18,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_285411694,2020-08-28,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_324810673,2020-10-14,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_342862973,2020-10-31,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_321364774,2020-10-10,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_276954437,2020-08-12,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_281347450,2020-08-20,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_319752684,2020-10-08,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174619304,SA11AI_333308087,2020-10-23,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681403,SA11AI_287842296,2020-08-31,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681403,SA11AI_286891814,2020-08-30,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174681403,SA11AI_287538877,2020-08-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174767139,SA11AI_281547755,2020-08-20,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174776214,SA11AI_276430177,2020-08-12,18.669999999999998,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174780447,SA11AI_230402404,2020-04-28,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174868465,SA11AI_254839111,2020-06-11,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174868465,SA11AI_321518233,2020-10-10,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174878131,SA11AI_287584849,2020-08-31,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174878131,SA11AI_326229343,2020-10-15,20,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174878131,SA11AI_284751716,2020-08-27,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174878131,SA11AI_281936649,2020-08-21,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174889269,SA11AI_205073186,2020-02-02,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174889269,SA11AI_214821631,2020-02-29,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174889269,SA11AI_262209757,2020-06-30,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174889269,SA11AI_286427657,2020-08-30,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174889269,SA11AI_262210090,2020-06-30,500,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_240076990,2020-06-01,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_272723899,2020-08-03,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_263717782,2020-07-06,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_269835292,2020-07-27,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_265653165,2020-07-13,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_253149833,2020-06-08,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_279319211,2020-08-17,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_256173341,2020-06-15,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_267691112,2020-07-20,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_258687115,2020-06-22,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_261135577,2020-06-29,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_275244605,2020-08-10,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455561754,SA11AI_237012934,2020-05-25,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC471470455,SA11AI_203933687,2020-01-30,10,Earmarked for BERNIE 2020 (C00696948)
LALDC471470455,SA11AI_214253391,2020-02-28,10,Earmarked for BERNIE 2020 (C00696948)
LALDC486521056,SA11AI_282820164,2020-08-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486521056,SA11AI_236576135,2020-05-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486521056,SA11AI_259028737,2020-06-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486521056,SA11AI_269221629,2020-07-25,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486521056,SA11AI_227419353,2020-04-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC486521056,SA11AI_333032217,2020-10-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_256233979,2020-06-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_278363722,2020-08-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_325789611,2020-10-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_236059887,2020-05-21,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_234417974,2020-05-14,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_237648460,2020-05-28,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537040412,SA11AI_266210065,2020-07-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638035,SA11AI_280845858,2020-08-19,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638035,SA11AI_278462491,2020-08-15,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638035,SA11AI_286061569,2020-08-29,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638035,SA11AI_276761766,2020-08-12,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174638035,SA11AI_276766251,2020-08-12,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174658177,SA11AI_287496025,2020-08-31,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174674404,SA11AI_280250841,2020-08-18,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174674404,SA11AI_324444161,2020-10-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174674404,SA11AI_283830491,2020-08-25,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174816817,SA11AI_276052910,2020-08-11,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409302093,SA11AI_339600751,2020-10-29,3,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC409302093,SA11AI_286126988,2020-08-29,12.5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC455587193,SA11AI_259089956,2020-06-23,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC471472108,SA11AI_277468048,2020-08-13,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC475461293,SA11AI_206892436,2020-02-07,3,Earmarked for BERNIE 2020 (C00696948)
LALDC506007083,SA11AI_335297156,2020-10-25,10,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC506007083,SA11AI_277289520,2020-08-13,1,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC537038594,SA11AI_242752183,2020-06-02,100,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC548084358,SA11AI_319033863,2020-10-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551205191,SA11AI_318997527,2020-10-07,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551205191,SA11AI_340075247,2020-10-29,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551205191,SA11AI_265184406,2020-07-11,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC551205191,SA11AI_285169860,2020-08-27,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC563352323,SA11AI_319222069,2020-10-07,5,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174623130,SA11AI_227504123,2020-04-16,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174630757,SA11AI_316412902,2020-10-04,15,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174630757,SA11AI_257062553,2020-06-17,25,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174630757,SA11AI_280299639,2020-08-18,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
LALDC174630757,SA11AI_214188435,2020-02-28,50,Earmarked for BIDEN FOR PRESIDENT (C00703975)
