lalvoterid,zip,age,gender,religion,ethnicity
LALDC174910055,20020,65,F,,Likely African-American
LALDC174915106,20020,46,F,Protestant,Likely African-American
LALDC174915455,20009,42,M,Hindu,East and South Asian
LALDC174921133,20002,32,F,Protestant,Likely African-American
LALDC174923293,20007,74,F,,Hispanic and Portuguese
LALDC174933038,20032,30,M,,Likely African-American
LALDC174936375,20010,64,F,Protestant,European
LALDC174947828,20019,40,F,,Likely African-American
LALDC174948232,20002,55,F,,European
LALDC174950803,20019,37,F,,Likely African-American
LALDC174951827,20020,34,F,Protestant,Likely African-American
LALDC174959322,20017,60,F,,Likely African-American
LALDC174960273,20007,78,F,Catholic,Hispanic and Portuguese
LALDC174960872,20001,33,M,,Likely African-American
LALDC174966438,20001,27,M,Jewish,
LALDC174996708,20019,36,F,Protestant,Likely African-American
LALDC174997481,20015,69,M,Protestant,European
LALDC175000035,20019,66,F,Protestant,Likely African-American
LALDC175004021,20002,40,F,,Likely African-American
LALDC175005080,20001,44,F,,European
LALDC175008714,20020,41,M,,Likely African-American
LALDC175009452,20032,66,M,,Likely African-American
LALDC175014045,20024,56,M,,European
LALDC175014189,20019,64,M,,Hispanic and Portuguese
LALDC175015119,20002,66,F,,Likely African-American
LALDC175017012,20019,60,F,,Likely African-American
LALDC175020921,20002,38,F,Protestant,European
LALDC175021151,20008,30,M,,East and South Asian
LALDC175025180,20009,29,M,,Likely African-American
LALDC175029003,20037,65,F,,European
LALDC175036958,20004,62,M,,Likely African-American
LALDC175038014,20011,37,F,,Likely African-American
LALDC175039655,20020,29,F,,Likely African-American
LALDC175046828,20007,71,F,,Hispanic and Portuguese
LALDC175046921,20017,28,F,,Likely African-American
LALDC175050160,20020,66,M,,Likely African-American
LALDC175050284,20020,51,F,,Likely African-American
LALDC175050618,20008,40,M,Protestant,European
LALDC175052469,20001,54,M,,Other
LALDC175055529,20016,40,M,,European
LALDC175059233,20002,29,M,,Likely African-American
LALDC175060267,20003,42,M,,European
LALDC175063676,20001,39,M,,
LALDC175064844,20019,62,M,,Likely African-American
LALDC409299136,20020,53,F,Protestant,Likely African-American
LALDC409299273,20015,43,F,,European
LALDC409301793,20001,45,M,,European
LALDC409302305,20032,52,M,,Likely African-American
LALDC409302619,20024,65,F,,Likely African-American
LALDC409303147,20017,55,M,,East and South Asian
LALDC409307780,20009,43,F,,Hispanic and Portuguese
LALDC409308542,20002,27,M,,Hispanic and Portuguese
LALDC409314069,20011,33,F,,Likely African-American
LALDC409314261,20002,41,F,,Likely African-American
LALDC409318113,20020,35,F,,Likely African-American
LALDC409323447,20017,32,F,,Likely African-American
LALDC409326826,20052,27,F,,East and South Asian
LALDC409327496,20020,29,F,,Likely African-American
LALDC409331541,20009,32,F,,European
LALDC409332135,20018,33,F,,Likely African-American
LALDC409335854,20001,53,M,,Likely African-American
LALDC409336708,20002,34,F,,Likely African-American
LALDC409342271,20011,62,M,,European
LALDC409342322,20032,28,F,,Likely African-American
LALDC409348457,20007,28,F,Catholic,European
LALDC430630527,20001,27,M,,European
LALDC430631298,20001,74,M,,European
LALDC440798079,20009,36,F,,European
LALDC440801492,20019,36,F,Protestant,Likely African-American
LALDC440801766,20019,45,F,,Likely African-American
LALDC455565873,20009,81,M,,Hispanic and Portuguese
LALDC455572962,20011,31,F,,Likely African-American
LALDC455576349,20019,27,M,,Likely African-American
LALDC455577861,20003,46,M,Protestant,European
LALDC455579898,20002,45,M,,European
LALDC455581275,20011,50,M,,Likely African-American
LALDC471469538,20032,40,F,,Likely African-American
LALDC471473804,20020,27,F,Jewish,
LALDC471478677,20002,34,F,,Hispanic and Portuguese
LALDC475449798,20007,80,M,Protestant,European
LALDC475457534,20009,74,F,,European
LALDC475457773,20016,65,M,,European
LALDC475458656,20003,65,M,,East and South Asian
LALDC475458800,20002,35,M,,European
LALDC486516528,20019,35,M,,Likely African-American
LALDC486517925,20001,54,M,Jewish,
LALDC486519902,20020,30,F,,Likely African-American
LALDC486522624,20032,32,M,,Likely African-American
LALDC505984210,20012,63,M,,Likely African-American
LALDC505984746,20008,31,F,,European
LALDC505985175,20019,26,M,,Likely African-American
LALDC505986401,20018,52,F,,Hispanic and Portuguese
LALDC505993679,20032,53,F,,Likely African-American
LALDC505996353,20016,28,F,,East and South Asian
LALDC505999772,20011,43,M,,Hispanic and Portuguese
LALDC506000107,20016,35,F,Jewish,European
LALDC506000197,20036,53,M,,European
LALDC506005560,20011,67,,,Likely African-American
LALDC506007339,20019,42,F,,Likely African-American
LALDC506012766,20001,46,M,Hindu,East and South Asian
LALDC506012810,20007,31,M,,European
LALDC506015707,20001,38,M,,European
LALDC506021364,20003,61,M,,Likely African-American
LALDC506024439,20009,32,M,,European
LALDC506028487,20011,77,M,,European
LALDC506029591,20011,43,F,,Likely African-American
LALDC519087636,20001,65,F,Jewish,
LALDC519090849,20007,68,M,Catholic,European
LALDC537040717,20003,34,M,Jewish,
LALDC537041584,20017,23,F,,Likely African-American
LALDC537041703,20008,34,M,,European
LALDC537041796,20017,38,M,Jewish,European
LALDC537048116,20005,46,M,,
LALDC537049707,20007,40,F,,European
LALDC537049864,20019,26,M,Protestant,Likely African-American
LALDC537052097,20018,41,F,,Likely African-American
LALDC537052526,20003,68,F,,European
LALDC537052587,20008,50,F,,European
LALDC537056147,20037,69,F,,European
LALDC548078816,20016,41,F,,European
LALDC548083338,20019,63,M,,Likely African-American
LALDC548085170,20011,55,M,,
LALDC548088265,20009,63,F,Jewish,European
LALDC548089777,20019,60,M,,Likely African-American
LALDC548090253,20015,52,,,European
LALDC548090500,20020,48,F,,Likely African-American
LALDC548090810,20011,30,,,Likely African-American
LALDC548091049,20003,45,F,,Likely African-American
LALDC548092187,20003,27,F,,European
LALDC548093715,20009,79,M,,Likely African-American
LALDC548097752,20005,33,M,,European
LALDC551181303,20015,78,F,Jewish,
LALDC551181423,20008,75,M,Protestant,European
LALDC551182203,20005,38,M,,European
LALDC551183266,20008,33,F,,East and South Asian
LALDC551186530,20037,39,F,,Likely African-American
LALDC551187886,20020,24,F,,Likely African-American
LALDC551191065,20003,77,F,,Likely African-American
LALDC551192221,20003,32,F,,European
LALDC551193163,20002,43,M,,European
LALDC551193318,20037,43,M,,Other
LALDC551198050,20032,64,M,,Likely African-American
LALDC551201455,20003,66,M,,
LALDC551202022,20002,41,M,,European
LALDC551204474,20009,65,F,Jewish,European
LALDC551205051,20052,32,M,,European
LALDC551208922,20011,23,M,,Likely African-American
LALDC563350023,20002,42,F,Jewish,European
LALDC563350113,20003,29,F,Jewish,
LALDC563351643,20064,30,M,,European
LALDC563352879,20037,28,M,Jewish,European
LALDC563352946,20009,40,F,,Likely African-American
LALDC563353905,20019,59,F,,Likely African-American
LALDC563356744,20007,58,M,,European
LALDC582459899,20002,44,M,,Hispanic and Portuguese
LALDC582463470,20019,32,M,,Likely African-American
LALDC582468461,20001,67,F,,European
LALDC582469280,20010,53,F,,
LALDC582470063,20020,57,F,,Likely African-American
LALDC582470354,20009,29,F,,Likely African-American
LALDC582471895,20008,43,F,,European
LALDC582475212,20057,47,M,,Hispanic and Portuguese
LALDC582476142,20009,43,F,,Hispanic and Portuguese
LALDC582480018,20010,40,F,,European
LALDC582481163,20001,30,F,,European
LALDC582482510,20016,43,F,,European
LALDC582483434,20019,39,M,,Hispanic and Portuguese
LALDC582484048,20002,61,F,,European
LALDC593248062,20011,29,F,,Likely African-American
LALDC593249221,20002,25,F,,Likely African-American
LALDC593250676,20017,31,M,,Likely African-American
LALDC593252862,20017,38,M,,Other
LALDC593254570,20003,29,F,,
LALDC593255042,20017,26,M,,European
LALDC596418553,20016,43,,Islamic,Other
LALDC611046734,20008,48,F,,East and South Asian
LALDC611048621,20009,26,F,,European
LALDC611048934,20019,65,F,,Likely African-American
LALDC611052104,20009,29,F,,European
LALDC611052519,20001,49,M,,East and South Asian
LALDC611054153,20020,30,F,,Likely African-American
LALDC611054636,20003,30,M,,Hispanic and Portuguese
LALDC611058666,20002,56,F,,Other
LALDC611058978,20002,60,M,,Likely African-American
LALDC611060244,20037,50,,,East and South Asian
LALDC611064759,20015,55,F,,European
LALDC611065272,20019,41,M,,Likely African-American
LALDC611068835,20024,35,F,,East and South Asian
LALDC611077470,20020,46,M,,Hispanic and Portuguese
LALDC630231163,20003,62,M,,Other
LALDC630231947,20017,30,F,,Likely African-American
LALDC630231963,20001,40,M,,Likely African-American
LALDC630232596,20002,60,M,,Likely African-American
LALDC630234047,20005,26,F,,European
LALDC630237056,20036,50,F,,European
LALDC630237264,20010,59,F,,European
LALDC630239109,20019,41,F,,Likely African-American
LALDC641950070,20001,27,F,,Hispanic and Portuguese
LALDC641950246,20019,57,M,,Likely African-American
LALDC641950424,20037,27,M,,
LALDC641950720,20002,52,M,,European
LALDC641951732,20011,79,F,Protestant,Likely African-American
LALDC641952961,20002,47,F,,European
LALDC641952974,20020,29,F,,Likely African-American
LALDC641953963,20011,32,M,,Likely African-American
LALDC641954187,20003,30,F,,European
LALDC641955163,20001,56,M,,Likely African-American
LALDC641955616,20002,40,M,,Likely African-American
LALDC641956688,20001,31,M,,European
LALDC641957940,20008,36,F,,European
LALDC641960364,20018,28,M,,Likely African-American
LALDC641960433,20009,30,M,,European
LALDC641961318,20007,34,M,,European
LALDC641961724,20005,58,M,,Likely African-American
LALDC641963104,20003,49,M,,
LALDC641964379,20003,27,M,,European
LALDC641965363,20011,31,F,,
LALDC174603616,20007,94,M,Jewish,
LALDC174606896,20019,86,M,Protestant,Likely African-American
LALDC174607077,20010,87,F,,Likely African-American
LALDC174610438,20008,88,M,Protestant,European
LALDC174611194,20017,66,M,,Likely African-American
LALDC174611950,20008,79,M,,European
LALDC174617961,20011,75,M,Protestant,Likely African-American
LALDC174619792,20019,74,F,Protestant,Likely African-American
LALDC174625459,20037,81,F,Catholic,European
LALDC174629959,20015,77,M,Protestant,European
LALDC174633589,20001,66,F,Protestant,
LALDC174635153,20012,77,F,Protestant,Likely African-American
LALDC174635562,20011,67,F,Protestant,Likely African-American
LALDC174635828,20011,59,F,,Likely African-American
LALDC174635927,20002,97,F,Protestant,Likely African-American
LALDC174639402,20011,76,F,,Likely African-American
LALDC174640290,20020,56,F,,Likely African-American
LALDC174642141,20002,77,F,Protestant,Likely African-American
LALDC174643226,20002,73,F,Protestant,Likely African-American
LALDC174646206,20008,62,F,Islamic,Other
LALDC174646768,20007,68,F,Jewish,European
LALDC174652168,20032,76,F,Protestant,Likely African-American
LALDC174652888,20005,86,M,Protestant,European
LALDC174655832,20016,75,F,Protestant,European
LALDC174656139,20015,69,M,Protestant,European
LALDC174656623,20032,59,M,Protestant,Likely African-American
LALDC174660514,20009,88,F,Protestant,European
LALDC174664026,20037,55,F,,European
LALDC174670028,20020,52,M,Protestant,Likely African-American
LALDC174678721,20002,65,F,Protestant,Likely African-American
LALDC174678916,20007,60,F,Protestant,European
LALDC174679278,20011,58,F,,Likely African-American
LALDC174681003,20032,35,F,Protestant,Likely African-American
LALDC174685357,20010,67,F,Protestant,Likely African-American
LALDC174688082,20011,50,F,Protestant,Likely African-American
LALDC174689588,20019,47,M,,Likely African-American
LALDC174691711,20011,53,M,Protestant,Likely African-American
LALDC174692718,20015,66,F,Jewish,
LALDC174693783,20011,65,F,,Likely African-American
LALDC174695020,20002,50,M,Protestant,European
LALDC174701632,20016,61,F,,
LALDC174703378,20016,73,F,Protestant,European
LALDC174705228,20032,60,F,Protestant,Likely African-American
LALDC174709680,20011,61,M,Protestant,Likely African-American
LALDC174717033,20020,72,M,Protestant,Likely African-American
LALDC174718817,20018,76,M,,Likely African-American
LALDC174724060,20001,59,M,Protestant,European
LALDC174725172,20020,58,F,,Likely African-American
LALDC174727310,20016,57,M,,European
LALDC174727614,20018,60,F,Protestant,Likely African-American
LALDC174728701,20020,47,M,Protestant,Likely African-American
LALDC174731844,20032,56,F,Protestant,Likely African-American
LALDC174733401,20018,47,F,Protestant,Likely African-American
LALDC174734643,20002,93,F,Protestant,Likely African-American
LALDC174737473,20020,74,,,Likely African-American
LALDC174744653,20016,50,F,,
LALDC174746805,20015,60,F,Protestant,European
LALDC174754871,20024,64,F,,Likely African-American
LALDC174761226,20011,54,M,,European
LALDC174761702,20001,44,F,Protestant,Likely African-American
LALDC174763061,20017,71,F,Protestant,Likely African-American
LALDC174764437,20032,57,M,,Likely African-American
LALDC174770103,20008,57,F,Catholic,European
LALDC174770291,20032,40,M,,Likely African-American
LALDC174777010,20010,78,F,Protestant,European
LALDC174777336,20024,57,M,,European
LALDC174787916,20009,48,M,,Likely African-American
LALDC174788724,20018,47,F,Catholic,Likely African-American
LALDC174793729,20008,47,M,,European
LALDC174794058,20011,45,F,Protestant,Likely African-American
LALDC174794467,20037,79,M,Protestant,European
LALDC174795519,20009,79,M,,Hispanic and Portuguese
LALDC174796422,20011,75,M,Protestant,Likely African-American
LALDC174796499,20001,55,F,,
LALDC174800343,20020,75,M,Protestant,Likely African-American
LALDC174800498,20011,50,F,,Hispanic and Portuguese
LALDC174801035,20003,51,M,Protestant,European
LALDC174815324,20036,70,M,,
LALDC174817743,20019,53,F,,Likely African-American
LALDC174818105,20016,53,M,Catholic,European
LALDC174818678,20019,49,F,Protestant,Likely African-American
LALDC174819702,20010,49,F,Jewish,European
LALDC174823563,20020,37,M,Protestant,Likely African-American
LALDC174823736,20008,58,M,Islamic,Likely African-American
LALDC174823791,20007,58,M,Protestant,European
LALDC174830523,20018,37,F,,Likely African-American
LALDC174836606,20008,54,F,,European
LALDC174837894,20009,36,F,,Hispanic and Portuguese
LALDC174842972,20011,72,F,Protestant,Likely African-American
LALDC174850146,20019,53,M,,Likely African-American
LALDC174852023,20019,49,M,Protestant,Likely African-American
LALDC174857103,20008,51,M,Protestant,European
LALDC174859850,20001,64,F,,European
LALDC174864143,20008,50,F,Protestant,European
LALDC174867805,20009,53,F,Protestant,European
LALDC174872336,20020,54,F,,Likely African-American
LALDC174881541,20002,45,F,Protestant,European
LALDC174882584,20009,61,,,
LALDC174885538,20016,83,M,,
LALDC174891155,20016,60,M,Protestant,European
LALDC174900769,20009,73,M,,Likely African-American
LALDC174905095,20020,65,F,Protestant,Likely African-American
LALDC174907598,20011,92,F,,Hispanic and Portuguese
LALDC174909498,20020,60,M,,Likely African-American
LALDC174910632,20009,67,F,Catholic,Hispanic and Portuguese
LALDC174915717,20018,50,M,Protestant,Likely African-American
LALDC174916749,20020,45,F,,Likely African-American
LALDC174920306,20011,47,M,,Likely African-American
LALDC174920944,20019,40,M,,Likely African-American
LALDC174921339,20002,33,F,,Likely African-American
LALDC174923119,20020,44,,,Likely African-American
LALDC174925581,20018,37,F,,Likely African-American
LALDC174931559,20017,38,M,,Likely African-American
LALDC174935910,20011,87,M,Protestant,Likely African-American
LALDC174940758,20010,89,F,Protestant,Likely African-American
LALDC174940943,20017,42,M,Protestant,Likely African-American
LALDC174941112,20019,37,F,Protestant,Likely African-American
LALDC174942088,20002,33,F,,Likely African-American
LALDC174942089,20011,46,F,,Likely African-American
LALDC174943606,20009,32,F,Catholic,European
LALDC174952173,20019,44,M,,Likely African-American
LALDC174956189,20005,36,F,,European
LALDC174959336,20019,48,M,,Likely African-American
LALDC174959367,20019,73,F,,Likely African-American
LALDC174968216,20024,56,M,Protestant,Likely African-American
LALDC174970148,20032,32,F,,Likely African-American
LALDC174976411,20032,65,M,Protestant,Likely African-American
LALDC174983637,20002,77,M,,Likely African-American
LALDC174987771,20002,36,M,,Likely African-American
LALDC175003650,20018,31,F,Catholic,Likely African-American
LALDC175009824,20009,60,M,,European
LALDC175012233,20002,40,M,Catholic,European
LALDC175018993,20020,41,F,,Likely African-American
LALDC175022886,20020,64,M,,Likely African-American
LALDC175023905,20011,64,M,Protestant,Likely African-American
LALDC175031835,20002,41,M,,
LALDC175034357,20010,58,M,Protestant,European
LALDC175035884,20001,29,F,,European
LALDC175041500,20032,31,F,,Likely African-American
LALDC175042649,20036,60,M,,European
LALDC175048031,20019,28,F,,Likely African-American
LALDC175050080,20002,38,M,Jewish,
LALDC175052276,20017,55,M,,Likely African-American
LALDC175052315,20010,69,F,,Hispanic and Portuguese
LALDC175055468,20019,28,F,,Likely African-American
LALDC175057175,20011,56,F,,Likely African-American
LALDC175060903,20007,52,M,,
LALDC175061351,20007,55,F,,European
LALDC175062601,20002,43,M,,
LALDC175062769,20024,49,F,,Likely African-American
LALDC175066997,20002,72,F,Protestant,Likely African-American
LALDC409297099,20020,59,F,,Likely African-American
LALDC409299927,20020,36,M,,Likely African-American
LALDC409304168,20001,42,M,Jewish,
LALDC409307130,20001,36,M,,Likely African-American
LALDC409309511,20032,49,M,,Likely African-American
LALDC409318578,20011,53,M,,European
LALDC409323140,20008,63,F,,European
LALDC409325620,20011,30,M,,Likely African-American
LALDC409326512,20019,62,M,,Hispanic and Portuguese
LALDC409327926,20010,31,M,,Hispanic and Portuguese
LALDC409331271,20007,42,M,,European
LALDC409343378,20002,43,M,,
LALDC409347068,20003,36,F,,European
LALDC409347512,20009,40,M,,European
LALDC409348916,20007,77,M,Protestant,European
LALDC430628809,20008,41,M,Jewish,
LALDC430630070,20010,28,M,,Likely African-American
LALDC430630851,20037,25,F,,European
LALDC440794981,20020,29,M,,Likely African-American
LALDC455562596,20009,35,M,,European
LALDC455565896,20009,36,M,,European
LALDC455566031,20019,33,F,,European
LALDC455568251,20007,30,M,,European
LALDC455572612,20008,60,M,Protestant,European
LALDC455573206,20011,36,M,,European
LALDC455575620,20011,55,F,,Likely African-American
LALDC455576912,20009,35,F,,European
LALDC455580439,20008,42,F,,Likely African-American
LALDC455580995,20001,67,F,,
LALDC455581232,20010,70,M,,
LALDC174601388,20032,85,F,Protestant,Likely African-American
LALDC174604566,20019,84,,Protestant,Likely African-American
LALDC174607785,20009,80,F,Protestant,European
LALDC174609063,20012,79,F,Protestant,Likely African-American
LALDC174613004,20007,66,F,,European
LALDC174618523,20002,82,F,,European
LALDC174618876,20019,87,M,,Likely African-American
LALDC174621917,20012,60,F,Protestant,Likely African-American
LALDC174623963,20001,67,F,Protestant,Likely African-American
LALDC174628244,20019,65,F,,Likely African-American
LALDC174628337,20011,60,F,Protestant,Likely African-American
LALDC174633480,20009,67,M,Protestant,European
LALDC174635064,20024,71,F,,Likely African-American
LALDC174635771,20012,67,F,Protestant,Likely African-American
LALDC174635775,20018,84,F,Protestant,Likely African-American
LALDC174638648,20019,76,F,Protestant,Likely African-American
LALDC174641224,20008,80,F,,Likely African-American
LALDC174652393,20018,63,F,Protestant,Likely African-American
LALDC174656447,20037,77,M,Protestant,European
LALDC174657758,20010,76,M,Protestant,Likely African-American
LALDC174665733,20012,70,F,Protestant,Likely African-American
LALDC174666927,20008,78,M,Jewish,
LALDC174670638,20019,61,M,Protestant,Likely African-American
LALDC174674014,20016,67,F,,Likely African-American
LALDC174674444,20011,59,M,,
LALDC174674578,20002,65,M,Protestant,Likely African-American
LALDC174680199,20017,87,F,Protestant,Likely African-American
LALDC174681380,20001,72,F,,Likely African-American
LALDC174683480,20019,51,M,Jewish,European
LALDC174688824,20001,58,F,Protestant,Likely African-American
LALDC174691171,20010,55,M,Protestant,Likely African-American
LALDC174693293,20011,63,F,Protestant,Likely African-American
LALDC174697339,20015,59,F,Catholic,European
LALDC174701482,20018,68,F,Protestant,Likely African-American
LALDC174702665,20008,83,F,Catholic,European
LALDC174704157,20018,54,F,,Likely African-American
LALDC174704394,20020,83,M,Protestant,Likely African-American
LALDC174705343,20019,63,M,Protestant,Likely African-American
LALDC174710208,20019,67,F,,Likely African-American
LALDC174711373,20011,48,F,,Likely African-American
LALDC174713986,20016,63,F,Catholic,European
LALDC174715697,20019,49,M,Protestant,Likely African-American
LALDC174731757,20020,64,F,,Likely African-American
LALDC174735734,20002,82,F,Protestant,European
LALDC174736010,20032,70,F,,Likely African-American
LALDC174736789,20005,72,M,,European
LALDC174738064,20019,65,F,,Likely African-American
LALDC174738957,20032,65,F,Protestant,Likely African-American
LALDC174739869,20020,88,F,Protestant,Likely African-American
LALDC174740917,20019,90,M,,Likely African-American
LALDC174744745,20024,48,M,Catholic,European
LALDC174748788,20002,56,F,Protestant,Likely African-American
LALDC174752206,20019,46,F,Protestant,Likely African-American
LALDC174753904,20002,43,M,,
LALDC174754351,20032,58,F,,Likely African-American
LALDC174760450,20002,43,F,,Likely African-American
LALDC174766914,20011,83,F,,Likely African-American
LALDC174769471,20008,79,F,Protestant,European
LALDC174770063,20032,46,F,,Likely African-American
LALDC174771089,20020,74,F,,Likely African-American
LALDC174771313,20003,69,M,Catholic,European
LALDC174776349,20020,43,F,Protestant,Likely African-American
LALDC174778209,20017,66,M,Catholic,Hispanic and Portuguese
LALDC174779738,20020,61,M,Protestant,Likely African-American
LALDC174780494,20032,52,F,,Likely African-American
LALDC174782014,20018,83,M,Protestant,Likely African-American
LALDC174784927,20032,45,F,,Likely African-American
LALDC174791965,20001,43,M,,European
LALDC174792718,20011,41,F,Catholic,Hispanic and Portuguese
LALDC174792808,20017,66,M,,Likely African-American
LALDC174796750,20001,47,M,Shinto,East and South Asian
LALDC174797921,20001,48,M,,
LALDC174805294,20019,40,F,Protestant,Likely African-American
LALDC174808774,20015,46,M,Catholic,European
LALDC174809221,20019,77,M,,Likely African-American
LALDC174810077,20009,58,M,,European
LALDC174816254,20017,65,F,,European
LALDC174817449,20002,49,F,,European
LALDC174818881,20010,66,M,Catholic,European
LALDC174823095,20019,38,F,Protestant,Likely African-American
LALDC174823973,20018,44,F,,European
LALDC174824068,20007,53,M,Protestant,European
LALDC174826226,20019,54,F,,Likely African-American
LALDC174827896,20007,50,M,Protestant,European
LALDC174828302,20010,37,F,Catholic,Hispanic and Portuguese
LALDC174830482,20010,42,F,,Likely African-American
LALDC174839474,20032,40,F,,Likely African-American
LALDC174842171,20008,44,F,Jewish,
LALDC455587649,20032,62,M,,Likely African-American
LALDC455588393,20020,43,F,,Likely African-American
LALDC471467109,20012,76,M,,Other
LALDC471473701,20009,36,M,,
LALDC471474016,20018,62,M,,Likely African-American
LALDC475459781,20001,61,F,,
LALDC486512919,20012,51,M,,Likely African-American
LALDC486518493,20012,31,M,,Likely African-American
LALDC486523119,20001,32,M,,European
LALDC486527646,20001,62,F,,
LALDC486529184,20009,31,M,,
LALDC486530754,20020,48,F,,Likely African-American
LALDC505982664,20001,58,M,,Likely African-American
LALDC505983749,20020,27,F,,Likely African-American
LALDC505987602,20019,65,M,,Likely African-American
LALDC505987894,20017,41,F,,Likely African-American
LALDC505988787,20019,25,F,,Likely African-American
LALDC505999287,20007,37,M,,European
LALDC506003839,20032,55,M,,Likely African-American
LALDC506005162,20003,30,F,,European
LALDC506005692,20011,49,M,Protestant,Likely African-American
LALDC506009153,20019,44,F,Jewish,European
LALDC506018917,20018,33,F,,Likely African-American
LALDC506018918,20008,26,F,,European
LALDC506026025,20010,31,M,Jewish,
LALDC506027185,20008,49,M,Catholic,European
LALDC506028470,20016,37,F,,European
LALDC506029148,20002,33,M,,European
LALDC519089483,20016,58,M,,European
LALDC519092404,20017,33,F,Protestant,Likely African-American
LALDC537039189,20010,39,F,,Hispanic and Portuguese
LALDC537039221,20002,38,M,,Likely African-American
LALDC537040535,20009,30,M,,European
LALDC537042501,20020,27,F,,Likely African-American
LALDC537044777,20011,45,F,,Likely African-American
LALDC537047291,20019,64,M,,Likely African-American
LALDC537047783,20003,71,F,,Likely African-American
LALDC537051709,20009,45,F,,European
LALDC537056230,20007,54,M,,
LALDC537057756,20036,30,F,,European
LALDC548080484,20003,31,F,,Likely African-American
LALDC548082153,20018,49,F,Protestant,Likely African-American
LALDC548086240,20010,65,F,,
LALDC548094739,20019,24,M,,Likely African-American
LALDC548095508,20001,52,F,Jewish,
LALDC548096121,20017,63,F,,European
LALDC548096124,20011,30,F,Jewish,
LALDC548097687,20010,25,F,,Likely African-American
LALDC548098356,20007,27,F,,European
LALDC548098395,20036,29,F,,European
LALDC548098616,20007,25,,,European
LALDC548100534,20019,45,M,,Likely African-American
LALDC551184156,20007,33,F,,European
LALDC551186034,20002,43,M,,Other
LALDC551188276,20019,49,M,,Likely African-American
LALDC551189199,20019,33,F,,Likely African-American
LALDC551189985,20024,67,F,,European
LALDC551193357,20011,33,F,,Hispanic and Portuguese
LALDC551197663,20018,43,F,,Likely African-American
LALDC551200006,20024,72,M,,European
LALDC551200325,20032,65,F,,European
LALDC551200795,20059,66,F,,European
LALDC551203899,20005,51,F,,European
LALDC551205676,20001,37,F,,European
LALDC551206427,20015,64,F,Protestant,European
LALDC551208796,20003,50,M,,European
LALDC551209887,20001,30,M,,European
LALDC551209938,20016,65,F,Eastern Orthodox,Other
LALDC551210424,20003,50,F,,European
LALDC551210935,20011,44,M,,Likely African-American
LALDC563354136,20003,44,M,,European
LALDC563354520,20002,31,M,,Likely African-American
LALDC563354570,20020,67,M,,Likely African-American
LALDC563356985,20020,57,M,,Likely African-American
LALDC563357247,20001,47,F,,European
LALDC582462091,20002,36,M,Islamic,Other
LALDC582463682,20001,49,F,,European
LALDC582466410,20018,27,M,,Likely African-American
LALDC582468368,20002,22,M,,Likely African-American
LALDC582468375,20011,21,M,,Likely African-American
LALDC582468441,20002,30,M,Jewish,
LALDC582469959,20037,57,M,,East and South Asian
LALDC582472271,20001,50,F,,Likely African-American
LALDC582473620,20005,30,M,,European
LALDC582474066,20002,27,F,,European
LALDC582474702,20015,58,F,,Hispanic and Portuguese
LALDC582476644,20003,51,M,,European
LALDC582477498,20024,36,F,,Likely African-American
LALDC582482948,20002,39,F,,
LALDC593245462,20015,59,F,,European
LALDC593246761,20003,48,F,,
LALDC593246855,20019,51,F,,Likely African-American
LALDC593247033,20020,41,,,Likely African-American
LALDC593247136,20007,52,F,,European
LALDC593247448,20001,33,M,,Likely African-American
LALDC593248260,20003,73,F,,
LALDC593249760,20020,22,F,,Likely African-American
LALDC593250554,20018,41,F,,European
LALDC596416381,20020,41,F,,Likely African-American
LALDC596418926,20019,51,M,,Likely African-American
LALDC596419659,20005,37,M,,European
LALDC596420275,20001,46,F,Protestant,Likely African-American
LALDC596422710,20002,31,M,,East and South Asian
LALDC611045959,20036,45,F,Catholic,European
LALDC611048135,20001,47,F,,Likely African-American
LALDC611048472,20002,34,M,Jewish,European
LALDC611050722,20009,25,F,,European
LALDC611054811,20015,50,F,,European
LALDC611055083,20002,63,M,,European
LALDC611056339,20032,62,M,,Likely African-American
LALDC611057787,20010,25,,,Likely African-American
LALDC611057796,20003,53,M,,European
LALDC611062195,20009,46,M,,Likely African-American
LALDC611062768,20019,46,F,,Likely African-American
LALDC611062959,20003,49,F,,European
LALDC611065540,20001,68,F,,
LALDC611070477,20002,40,M,,European
LALDC611071041,20020,38,F,,East and South Asian
LALDC611073088,20002,46,M,,European
LALDC611074259,20019,34,M,Protestant,Likely African-American
LALDC611074836,20002,36,M,,European
LALDC611076928,20003,45,M,,Hispanic and Portuguese
LALDC611077578,20009,33,F,Jewish,
LALDC630227427,20019,38,M,,Likely African-American
LALDC630227564,20009,47,F,,European
LALDC630227587,20019,40,F,,Hispanic and Portuguese
LALDC630228965,20016,54,M,,European
LALDC630232015,20019,21,M,,Likely African-American
LALDC630239432,20002,34,M,,European
LALDC630240548,20003,46,M,Jewish,
LALDC641949706,20010,40,F,,Other
LALDC641953330,20001,57,M,,European
LALDC641953604,20020,51,M,,Likely African-American
LALDC641956412,20001,30,F,,European
LALDC641957045,20024,25,F,,Likely African-American
LALDC641958253,20002,43,F,,Likely African-American
LALDC641960771,20020,45,F,,Likely African-American
LALDC641961085,20002,65,M,,European
LALDC641961672,20003,34,M,,
LALDC641962985,20002,31,F,,Likely African-American
LALDC641965614,20009,39,F,,Other
LALDC174601407,20007,81,M,Protestant,European
LALDC174614745,20016,84,F,,
